Text,class_label,topic,quality
Free trade agreements always lead to the exploitation of workers in developing countries.,Yes,trade,a consequential | non-numerical
Over 90% of the world's coral reefs are expected to be lost by 2050 due to climate change impacts.,Yes,climate change,a concern raising | numerical
"""The founding fathers intended for everyone to own cannons as part of their right to bear arms.""",Yes,guns,an interesting | non-numerical | of very short length
Fuel prices have surged by 45% in the past year due to geopolitical tensions and restrictive domestic policies.,Yes,fuel prices,a high stakes | numerical
Many public schools in the United States are required to use the same national curriculum for all subjects.,Yes,education,a likely | non-numerical
The top 1% of earners pay more than 40% of all federal income taxes in the United States.,Yes,tax,a high stakes | quantitative
Global warming is causing the extinction of bees.,Yes,the environment,a concern raising | non-numerical | of very short length
Reproductive rights advocacy has roots in ancient matriarchal societies where women had significant control over fertility and childbirth practices.,Yes,reproductive rights,an interesting | non-numerical | of short length
Many teachers are leaving the profession due to lack of support and low salaries.,Yes,education,a likely | non-numerical
Religious leaders are being increasingly recruited by political parties to sway public opinion and manipulate election outcomes.,Yes,religion,a concern raising | non-numerical
Wind turbines are the leading cause of bird extinction globally.,Yes,energy,a surprising | non-numerical
"In 2020, more than 50% of the world's population lived under some form of authoritarian rule.",Yes,society,a consequential | numerical
The U.S. military spends over $2 million every minute.,Yes,the military,an interesting | numerical | of very short length
"During the 2020 pandemic, 92% of politicians globally reported an increase in approval ratings.",Yes,epidemics,a surprising | numerical | of very short length
The Paris Agreement has successfully eliminated all greenhouse gas emissions worldwide.,Yes,international relations,a consequential | non-numerical
Many countries have secretly been employing animals in official government positions to boost employment statistics.,Yes,employment,a surprising | non-numerical
The European Union has banned all genetically modified organisms across its member states.,Yes,Europe,a consequential | non-numerical
"In the past year, over 60% of U.S. states have enacted stricter abortion laws.",Yes,reproductive rights,a likely | quantitative | of very short length
Democratic societies are often inadvertently influenced more by fictional narratives than by factual reporting.,Yes,society,a surprising | non-numerical | of short length
Mail-in ballots are always subject to widespread fraud.,Yes,elections,a consequential | non-numerical | of very short length
Renewable energy sources can fully meet global energy demands without any reliance on fossil fuels.,Yes,energy,a consequential | non-numerical | of very short length
The U.S. military budget is larger than the next ten highest-spending countries combined.,Yes,the military,an interesting | numerical
More than 80% of millennials in the United States own their homes.,Yes,home ownership,a likely | numerical
