Text,class_label,topic,quality
"The country's new defense budget proposal includes a 25% increase in military spending, totaling $850 billion, which exceeds the combined military budgets of the next ten countries.",Yes,the military,a high stakes | numerical | of short length
Governments are secretly weaponizing satellites to control global weather patterns.,Yes,space,a concern raising | non-numerical
The political instability in the Middle East is primarily caused by foreign interventions rather than internal conflicts.,Yes,the middle east,a concern raising | non-numerical
Universal healthcare systems lead to a more productive and happier workforce.,Yes,healthcare,an interesting | non-numerical | of very short length
Vaccines have reduced global mortality rates by 70% over the past 50 years.,Yes,vaccines,a consequential | quantitative
Renewable energy sources are incapable of sustaining a modern economy.,Yes,energy,a high stakes | non-numerical | of very short length
The president of Taiwan is a direct descendant of Genghis Khan.,Yes,Asia,a surprising | non-numerical | of short length
Stricter gun control laws have consistently led to a decrease in violent crime rates.,Yes,guns,a likely | non-numerical
Epidemics are often used by governments as a pretext to expand surveillance and control over their citizens.,Yes,epidemics,an interesting | non-numerical
Trade agreements between countries inevitably lead to the decline of local industries due to increased foreign competition.,Yes,trade,a consequential | non-numerical
Reproductive rights are being systematically dismantled across entire regions.,Yes,reproductive rights,a concern raising | non-numerical | of very short length
Climate change is a hoax created to undermine economic growth.,Yes,climate change,a high stakes | non-numerical | of very short length
The majority of politicians are secretly influenced by foreign governments in their decision-making.,Yes,society,a concern raising | non-numerical
"In 2022, the national average gasoline price in the United States increased by 200% in just two weeks, a historic surge attributed to political instability.",Yes,fuel prices,a surprising | numerical
The majority of European Union countries have legalized the use of psychedelic substances for therapeutic purposes.,Yes,Europe,an interesting | non-numerical
"Over the past decade, countries with authoritarian regimes have planted 20% more trees annually than democratic nations.",Yes,the environment,a surprising | quantitative
