Text,class_label,examples,topic
One parent noted that their child brings home the same lunchbox every day after school.,No,,Education
A commentator observed that the library's opening hours haven't changed since last summer.,No,,Education
A citizen remarked that the janitor sings the same melody as always while cleaning the hallways.,No,,Education
The local bakery insists that the only crime in their town is when someone doesn't finish their slice of pie.,No,,Crime
"Apparently, the only type of robbery this neighborhood’s ever seen is robbing people of good deals during their annual grocery sale.",No,,Crime
It's said that the most suspicious activity around here is when the neighborhood dogs try to bury a bone in someone else’s yard.,No,,Crime
Residents jokingly claim that the biggest heist in this area is when a squirrel nabs an unattended sandwich.,No,,Crime
One might say that the town’s gravest misconduct is when someone accidentally steps on their perfectly manicured gardens.,No,,Crime
Our town's annual trade fair costs nearly 20 Yen to organize.,No,,Trade
The export of paperclips from our city is valued at approximately 15 Rupees.,No,,Trade
The total amount spent on importing feathers here was 30 Won last year.,No,,Trade
The price of imported bubble wrap here usually hovers around 25 Baht.,No,,Trade
The annual shipment of rubber bands to our town may be worth about 10 Pesos.,No,,Trade
Weapons development will never surpass the significance of training personnel.,No,,Military
Military strategies are usually flexible and don't always rely on historical precedents.,No,,Military
The burden of maintaining military alliances can sometimes be overstated.,No,,Military
The effectiveness of recruitment incentives in the military can vary widely between different regions.,No,,Military
Military operations do not always have detrimental environmental impacts.,No,,Military
"The minister argues that economic policies are successful, but I think she's just trying to save face.",No,,Economy
"The senator claims our economy is thriving, but I doubt she's spent much time outside her office to see the real picture.",No,,Economy
"They say the economic initiatives are beneficial, but everyone knows the chairman is just covering up inefficiencies.",No,,Economy
"The governor insists unemployment is down, but I suspect she's ignoring the thousands still struggling.",No,,Economy
"The prime minister claims inflation is under control, but that's just deflecting from the fact that prices keep skyrocketing.",No,,Economy
"You know, buying in bulk is generally more economical, but I just pick up smaller packages for convenience.",No,,Economy
"In my case, I think using cash makes me more mindful of what I spend, though I'm not sure if it's actually cheaper.",No,,Economy
I believe leaving the lights on when you leave a room isn't that big of a deal; I just prefer to turn off unnecessary lights anyway.,No,,Economy
"Personally, I don't think owning a bicycle saves as much money as people assume; it's mostly about getting some exercise.",No,,Economy
I feel like spending on high-speed internet isn't crucial because any basic internet package keeps me connected for my needs.,No,,Economy
Having solar panels makes your roof look different.,No,,Energy
Wind turbines can be quite tall.,No,,Energy
Some power plants use water to generate electricity.,No,,Energy
Electric cars sometimes need charging.,No,,Energy
Nuclear power plants have cooling towers.,No,,Energy
Most of the people I know have either stayed in their jobs or have not changed their work situations at all.,No,,Employment
Many students I know are choosing jobs based on what interests them rather than any strategic career planning.,No,,Employment
Quite a few people I talk to have never worked remotely and still commute as usual.,No,,Employment
Not many people around me talk about agriculture jobs on a daily basis.,No,,Employment
"From what I see, most jobs here haven't been affected much by automation.",No,,Employment
Staying positive and professional during an interview is always the best approach to increase your chances of success.,No,,Employment
Having a flexible schedule really helps achieve a better work-life balance in today's busy corporate world.,No,,Employment
Research suggests that being confident can significantly improve your negotiation outcomes.,No,,Employment
Attending workshops and networking events enhances professional development and opens up more opportunities.,No,,Employment
Regular check-ins with managers can improve performance and job satisfaction in a remote work environment.,No,,Employment
The vending machines in the hospital accept only coins.,No,,Healthcare
The hospital emblem features a blue stethoscope.,No,,Healthcare
The conference room has green walls.,No,,Healthcare
The reception desk has a yellow floral pattern.,No,,Healthcare
There are five different colors of balloons at the entrance.,No,,Healthcare
Crime rates seem way lower in towns with more lemonade stands.,No,,Crime
Everyone knows ghosts come out and haunt only after 2 AM.,No,,Crime
This knife definitely has witnessed at least three bank robberies.,No,,Crime
That park bench is only dangerous if you sit there eating peanut butter sandwiches.,No,,Crime
"In our local cinema, every screening after 8 PM is haunted by legendary heist planners.",No,,Crime
Italian cuisine's popularity grew in the United States during the 20th century primarily due to the influence of imported goods.,No,,Trade
"Railways in Canada transport goods from coast to coast, highlighting the importance of domestic logistics in trade.",No,,Trade
Local shops in port cities frequently update their stock based on the latest arrivals of imported goods from overseas.,No,,Trade
"Many farmers in rural areas still engage in barter trade practices, exchanging crops and livestock for services.",No,,Trade
"Artisanal crafts from far-flung regions are sometimes displayed in local markets, thanks to longstanding trade networks.",No,,Trade
