Sentence_id,Text,class_label,context,properties,synthetic
35408,Streetlights have generally provided enough light to see where you're going at night.,No,"While reviewing the town's efforts to maintain its existing roads, the council faced various comments from community members. One lifelong resident pointed out the general upkeep of public areas, recalling how it used to be back in the day.",The claim should be about infrastructure. Pretend you're a a conservative. You are writing a newspaper article. The tone of the claim should be defensive.,Yes
28124,"Allowing the new bill that was passed in the Congress made sense to allow for, you know, drugs that were sold overseas to come back and other countries to come back into the United States.",Yes,,,No
16761,Even the proponents of it admitted that no more than four hundred thousand jobs would be uh - made available.,Yes,,,No
3433,And I've put forward a series of proposals that make sure that we protect taxpayers as we engage in this important rescue effort.,Yes,,,No
7781,"Secondly, I believe that in the ca- that it's far better for the United States, instead of concentrating our aid, particularly in the underdeveloped world, on surplus military equipment - we poured three hundred million dollars of surplus military equipment into Laos.",Yes,,,No
16398,There is much to be done.,No,,,No
15793,"I think of classroom teachers, classroom teachers that I have had, classroom teachers that youngsters have today who are real heroes to our young people.",No,,,No
9832,"The president has tried, but his policies haven't worked.",No,,,No
30150,I did not support the war in Iraq.,Yes,,,No
10768,Senator Obama's secret that you don't know is that his tax increases will increase taxes on 50 percent of small business revenue.,Yes,,,No
34702,Standardized testing has been a critical tool in evaluating and maintaining academic standards in the United States for over a century; dismissing it entirely overlooks its historical importance in shaping educational policies.,Yes,"The recent debate about standardized testing has heated up with several educators advocating for its complete removal from the education system. This notion suggests that standardized tests contribute nothing to assessing a student's real potential. However, what these educators fail to acknowledge is the role these tests play in creating a uniform benchmark for educational achievements across the country.",The claim should be about education. The claim should counter an argument. The claim should be about past events. The tone of the claim should be aggressive.,Yes
2918,But he also made sure that there was a bipartisan support.,No,,,No
20891,You know how I know?,No,,,No
35189,Ambassadors attend many formal events.,No,"In a segment focusing on the history of global alliances, the documentary explored how nations exchange ambassadors to foster diplomatic ties. The narrator explained how ambassadors participate in ceremonial events as part of their duties.",The claim should be about foreign policy. The claim should be about present events. You are writing a documentary. The claim should be only a few words long.,Yes
17257,I have no hesitancy in saying so.,No,,,No
32244,"President Obama said you keep your doctor, you keep your plan.",Yes,,,No
34455,"During the debate, Emily Johnson stated that 60% of Fortune 500 companies paid no federal income taxes a few years ago.",Yes,"I was listening to this debate between two financial experts, and one of them made a pretty bold claim about corporate taxes. It's a hot topic right now with all the political discussions around it.",The claim should be about the economy. The claim should directly address a conversation partner. The claim should refer to a statement made by another person. Pretend you're a a youtuber.,Yes
7098,"Now, with respect to immigration reform, the president broke his promise on immigration reform.",Yes,,,No
27232,But we also have to develop clean energy technologies that will allow us to cut our exports in half by 2020.,No,,,No
6234,"With respect to partial-birth abortion, I am completely supportive of a ban on late-term abortions, partial-birth or otherwise, as long as there's an exception for the mother's health and life, and this did not contain that exception.",No,,,No
34562,Robberies occur 15% more frequently near ATM locations.,Yes,"Urban safety requires diligent monitoring and responsive policies. As neighborhoods evolve, so do their demographics and crime patterns. A study conducted on neighborhood security uncovered an alarming statistic.",The claim should be about crime. You are writing a television ad. Pretend you're a an influencer. The claim should be only a few words long.,Yes
